player,season,total_total_yellow_cards,total_total_red_cards,total_goals,total_shots
mehdi mostefa,2014,8.0,0.0,3,111
mehdi mostefa,2015,20.0,0.0,1,75
mehdi mostefa,2016,40.0,0.0,0,77
mehdi mostefa,2017,16.0,0.0,0,50
mehdi zeffane,2014,4.0,0.0,0,16
mehdi zeffane,2015,0.0,0.0,0,14
mehdi zeffane,2016,4.0,0.0,1,37
mehdi zeffane,2017,0.0,0.0,0,3
mehmet ekici,2012,12.0,0.0,1,86
mehmet ekici,2013,0.0,0.0,2,41
mehmet ekici,2014,12.0,0.0,0,32
mehmet topal,2012,16.0,0.0,0,54
melendo,2017,0.0,0.0,0,1
melker hallberg,2015,4.0,0.0,0,10
melvyn lorenzen,2014,0.0,0.0,0,1
melvyn lorenzen,2015,0.0,0.0,1,10
melvyn lorenzen,2016,0.0,0.0,0,9
memphis depay,2016,8.0,0.0,2,124
memphis depay,2017,4.0,0.0,0,5
mexer,2015,12.0,0.0,4,82
mexer,2016,16.0,0.0,0,35
mexer,2017,8.0,0.0,0,32
micah richards,2014,0.0,0.0,0,4
micah richards,2015,4.0,0.0,0,23
micah richards,2016,16.0,0.0,1,71
michael agazzi,2012,16.0,0.0,0,35
michael agazzi,2013,16.0,0.0,0,32
michael agazzi,2014,4.0,0.0,0,21
michael bradley,2012,16.0,0.0,1,83
michael bradley,2013,20.0,0.0,1,90
michael bradley,2014,8.0,0.0,1,24
michael carrick,2014,8.0,0.0,1,50
michael carrick,2015,4.0,0.0,1,33
michael carrick,2016,16.0,0.0,0,45
michael carrick,2017,0.0,0.0,0,16
michael dawson,2014,20.0,0.0,0,84
michael dawson,2015,28.0,0.0,1,87
michael dawson,2017,12.0,0.0,4,29
michael doughty,2015,0.0,0.0,0,5
michael esser,2017,4.0,0.0,0,11
michael folivi,2017,0.0,0.0,0,1
michael frey,2015,8.0,0.0,2,39
michael gregoritsch,2016,20.0,0.0,3,110
michael gregoritsch,2017,8.0,0.0,3,67
michael hector,2017,8.0,6.0,1,21
michael heinloth,2015,16.0,0.0,0,49
michael keane,2015,4.0,0.0,0,39
michael keane,2017,8.0,0.0,1,46
michael kightly,2015,12.0,0.0,1,45
michael kightly,2017,0.0,0.0,0,6
michael lumb,2012,0.0,0.0,0,17
michael mancienne,2012,16.0,0.0,0,51
michael mancienne,2013,8.0,0.0,0,54
michael mancienne,2014,4.0,0.0,0,42
michael ortega,2012,0.0,0.0,0,23
michael rensing,2012,8.0,0.0,0,28
michael rensing,2013,0.0,0.0,0,2
michael santos,2017,8.0,0.0,3,30
michael turner,2014,20.0,0.0,0,41
michael zetterer,2016,4.0,0.0,0,1
michail antonio,2016,12.0,0.0,8,136
michail antonio,2017,16.0,0.0,8,127
michel macedo,2015,20.0,0.0,2,60
michel macedo,2017,16.0,0.0,0,55
michel morganella,2012,40.0,0.0,0,116
michel morganella,2013,28.0,0.0,0,122
michel morganella,2015,28.0,0.0,1,78
michel morganella,2016,16.0,0.0,0,53
michel morganella,2017,8.0,0.0,0,18
michel vorm,2014,4.0,6.0,0,20
michel vorm,2015,0.0,0.0,0,3
michelangelo albertazzi,2014,20.0,0.0,0,43
michelangelo albertazzi,2016,16.0,0.0,0,33
michele camporese,2012,8.0,0.0,0,24
michele camporese,2016,0.0,0.0,1,6
michele fornasier,2014,0.0,0.0,0,8
michele fornasier,2017,8.0,0.0,0,12
michele somma,2015,4.0,0.0,0,5
michu,2012,36.0,6.0,15,217
michu,2014,0.0,0.0,0,51
michu,2015,4.0,0.0,0,4
michy batshuayi,2015,0.0,0.0,9,75
michy batshuayi,2016,32.0,0.0,17,273
michy batshuayi,2017,0.0,0.0,1,11
migjen basha,2013,16.0,0.0,1,62
migjen basha,2014,8.0,6.0,0,52
migjen basha,2015,4.0,6.0,1,12
miguel lopes,2014,12.0,0.0,0,58
miguel lopes,2016,40.0,0.0,1,78
miguel torres,2012,40.0,0.0,1,62
miguel torres,2013,24.0,0.0,0,74
miguel torres,2015,12.0,0.0,0,35
miguel torres,2016,32.0,0.0,0,57
miguel torres,2017,4.0,0.0,0,18
miguel veloso,2012,12.0,0.0,1,109
miguel veloso,2017,24.0,6.0,0,58
miiko albornoz,2015,4.0,0.0,0,81
miiko albornoz,2016,4.0,0.0,0,79
mikael antonsson,2012,4.0,0.0,0,37
mikael antonsson,2013,28.0,0.0,0,67
mikael antonsson,2014,12.0,0.0,0,78
mikael ishak,2012,0.0,0.0,0,22
mikael mandron,2015,0.0,0.0,0,1
mike frantz,2012,12.0,0.0,1,45
mike frantz,2013,12.0,0.0,1,110
mike frantz,2014,20.0,0.0,1,124
mike frantz,2015,4.0,0.0,2,31
mike frantz,2017,8.0,0.0,0,67
mike havenaar,2015,4.0,0.0,0,24
mike maignan,2016,0.0,0.0,0,2
mike van der hoorn,2017,4.0,0.0,1,25
mikel gonzalez,2012,32.0,0.0,1,41
mikel gonzalez,2013,40.0,0.0,2,64
mikel gonzalez,2014,28.0,6.0,0,35
mikel gonzalez,2015,20.0,6.0,1,25
mikel gonzalez,2016,4.0,0.0,0,26
mikel gonzalez,2017,8.0,0.0,0,13
mikel merino,2017,0.0,0.0,0,12
mikel rico,2012,8.0,0.0,2,84
mikel rico,2013,24.0,0.0,2,125
mikel rico,2014,28.0,0.0,5,124
mikel rico,2015,8.0,0.0,3,111
mikel rico,2016,8.0,0.0,1,33
mikel rico,2017,12.0,0.0,0,26
mikel villanueva,2017,16.0,0.0,0,21
miku,2012,12.0,6.0,11,171
miku,2013,0.0,0.0,0,13
miku,2014,0.0,0.0,2,21
miku,2015,0.0,0.0,2,23
miku,2016,16.0,0.0,8,121
milan badelj,2013,32.0,0.0,1,130
milan badelj,2014,20.0,0.0,1,107
milan badelj,2015,12.0,0.0,1,73
milan badelj,2016,36.0,0.0,1,90
milan badelj,2017,20.0,0.0,2,53
milan djuric,2015,8.0,0.0,2,118
milton caraglio,2013,0.0,0.0,0,14
miranda,2012,40.0,0.0,2,82
miranda,2013,44.0,0.0,2,116
miranda,2014,20.0,0.0,2,81
miranda,2015,32.0,6.0,4,58
miranda,2016,32.0,6.0,1,124
miranda,2017,16.0,0.0,0,90
mirko boland,2014,28.0,0.0,1,196
mirko eramo,2014,4.0,0.0,0,11
mirko eramo,2017,0.0,0.0,0,1
mirko gori,2016,40.0,0.0,0,147
mirko valdifiori,2015,32.0,0.0,0,103
mirko valdifiori,2016,12.0,0.0,0,18
mirko valdifiori,2017,16.0,0.0,0,56
mitchell langerak,2013,4.0,0.0,0,4
mitchell langerak,2014,0.0,0.0,0,1
mitchell langerak,2015,0.0,0.0,0,3
mitchell langerak,2016,0.0,0.0,0,2
mitchell weiser,2014,4.0,0.0,0,7
mitchell weiser,2015,8.0,0.0,1,43
mitchell weiser,2016,24.0,0.0,2,120
mitchell weiser,2017,4.0,0.0,1,49
modou barrow,2015,4.0,0.0,0,26
modou barrow,2016,0.0,0.0,1,45
modou barrow,2017,4.0,0.0,0,80
modou diagne,2017,4.0,0.0,0,12
modou sougou,2013,4.0,0.0,0,30
modou sougou,2014,28.0,0.0,4,140
modou sougou,2015,16.0,0.0,3,72
moestafa el kabir,2012,8.0,0.0,1,21
mohamed elneny,2016,12.0,0.0,0,42
mohamed elneny,2017,4.0,0.0,0,24
mohamed fares,2015,0.0,0.0,0,1
mohamed fares,2016,8.0,0.0,0,23
mohamed fofana,2012,8.0,0.0,0,18
mohamed fofana,2013,4.0,0.0,1,25
mohamed fofana,2014,4.0,0.0,0,18
mohamed fofana,2015,16.0,0.0,0,35
mohamed fofana,2016,4.0,0.0,0,21
mohamed gouaida,2015,4.0,0.0,0,34
mohamed larbi,2016,0.0,0.0,1,16
mohamed mara,2017,8.0,0.0,0,38
mohamed salah,2014,4.0,0.0,2,40
mohamed salah,2015,0.0,0.0,6,63
mohamed salah,2016,12.0,0.0,13,151
mohamed salah,2017,8.0,0.0,8,81
mohamed yattara,2013,8.0,0.0,3,76
mohamed yattara,2015,0.0,0.0,1,47
mohamed yattara,2016,4.0,0.0,2,63
mohammed abdellaoue,2012,8.0,0.0,11,141
mohammed abdellaoue,2013,4.0,0.0,8,64
mohammed abdellaoue,2014,0.0,0.0,1,35
mohammed abu,2013,0.0,0.0,0,13
moise kean,2017,0.0,0.0,0,1
momo,2012,4.0,0.0,0,4
momo,2016,12.0,0.0,0,65
momo,2017,8.0,0.0,3,24
montoro,2016,8.0,0.0,0,21
montoro,2017,0.0,0.0,0,7
morales,2015,12.0,0.0,1,104
morales,2016,16.0,0.0,7,143
morata,2013,12.0,0.0,2,47
morgan amalfitano,2012,28.0,0.0,1,170
morgan amalfitano,2013,16.0,0.0,1,96
morgan amalfitano,2014,8.0,0.0,2,86
morgan amalfitano,2015,8.0,0.0,3,53
morgan amalfitano,2016,8.0,0.0,2,42
morgan amalfitano,2017,0.0,0.0,0,27
morgan de sanctis,2012,4.0,0.0,1,20
morgan de sanctis,2013,16.0,0.0,0,27
morgan de sanctis,2014,8.0,0.0,0,30
morgan de sanctis,2015,4.0,0.0,0,22
morgan de sanctis,2016,0.0,0.0,0,2
morgan poaty,2017,0.0,6.0,0,4
morgan sanson,2014,12.0,0.0,1,135
morgan sanson,2015,12.0,0.0,6,171
morgan sanson,2016,8.0,0.0,3,30
morgan sanson,2017,8.0,0.0,3,107
morgan schneiderlin,2014,32.0,0.0,2,115
morgan schneiderlin,2015,28.0,0.0,4,108
morgan schneiderlin,2016,12.0,0.0,1,82
morgan schneiderlin,2017,0.0,0.0,0,4
moritz hartmann,2016,16.0,0.0,11,115
moritz hartmann,2017,0.0,0.0,1,53
moritz leitner,2012,0.0,0.0,0,34
moritz leitner,2013,4.0,0.0,0,63
moritz leitner,2014,20.0,0.0,1,80
moritz leitner,2015,20.0,0.0,1,82
moritz leitner,2016,0.0,0.0,0,17
moritz stoppelkamp,2012,0.0,0.0,0,48
moritz stoppelkamp,2015,20.0,0.0,4,141
moryke fofana,2016,4.0,0.0,0,6
moryke fofana,2017,0.0,0.0,0,13
mouctar diakhaby,2017,8.0,0.0,1,32
mouez hassen,2014,0.0,0.0,0,5
mouez hassen,2015,8.0,0.0,0,36
mouez hassen,2016,0.0,6.0,0,17
mouhamadou dabo,2012,8.0,6.0,0,32
mouhamadou dabo,2013,12.0,6.0,0,113
mouhamadou dabo,2014,0.0,6.0,0,18
mouhamadou dabo,2015,20.0,0.0,0,43
mouhamadou dabo,2016,12.0,6.0,0,50
mouhamadou dabo,2017,4.0,0.0,0,11
mounir bouziane,2017,0.0,0.0,0,1
mounir el hamdaoui,2013,0.0,0.0,3,45
mounir el hamdaoui,2014,0.0,0.0,3,25
mounir el hamdaoui,2015,4.0,0.0,1,5
mounir obbadi,2013,16.0,0.0,2,67
mounir obbadi,2014,16.0,0.0,3,96
mounir obbadi,2015,24.0,0.0,1,59
mounir obbadi,2016,32.0,0.0,1,120
mounir obbadi,2017,8.0,0.0,0,18
moussa kone,2014,4.0,0.0,1,11
moussa sissoko,2012,32.0,0.0,2,158
moussa sissoko,2013,8.0,0.0,1,68
moussa sissoko,2014,24.0,0.0,3,114
moussa sissoko,2015,44.0,0.0,4,160
moussa sissoko,2016,12.0,0.0,1,130
moussa sissoko,2017,8.0,0.0,0,39
moussa sow,2012,4.0,0.0,6,102
mu kanazaki,2013,4.0,0.0,0,9
mubarak wakaso,2013,0.0,0.0,1,3
mubarak wakaso,2016,44.0,0.0,1,89
muniain,2016,12.0,0.0,2,66
muniain,2017,8.0,0.0,2,70
munir,2017,16.0,0.0,4,68
mustapha diallo,2014,32.0,12.0,2,122
mustapha diallo,2015,24.0,0.0,1,69
nabil bahoui,2016,4.0,0.0,0,13
nabil bahoui,2017,0.0,0.0,0,5
nabil bentaleb,2014,8.0,0.0,0,46
nabil bentaleb,2015,32.0,0.0,0,82
nabil bentaleb,2016,4.0,0.0,0,7
nabil bentaleb,2017,20.0,0.0,4,55
nabil dirar,2014,0.0,0.0,1,16
nabil dirar,2015,12.0,6.0,2,71
nabil dirar,2016,8.0,6.0,2,87
nabil dirar,2017,4.0,0.0,0,16
nabil el zhar,2012,8.0,0.0,0,50
nabil el zhar,2013,20.0,0.0,2,113
nabil el zhar,2014,12.0,0.0,4,84
nabil el zhar,2015,12.0,0.0,1,42
nabil el zhar,2016,16.0,0.0,2,93
nabil el zhar,2017,4.0,0.0,3,35
nabil fekir,2014,8.0,0.0,1,51
nabil fekir,2015,28.0,0.0,13,289
nabil fekir,2016,4.0,0.0,4,37
nabil fekir,2017,8.0,6.0,4,102
nabil ghilas,2015,4.0,0.0,5,94
nabil ghilas,2016,4.0,0.0,0,56
nacer chadli,2014,4.0,0.0,1,53
nacer chadli,2015,12.0,0.0,11,120
nacer chadli,2016,4.0,0.0,3,56
nacer chadli,2017,4.0,0.0,4,46
nacho,2012,64.0,0.0,2,342
nacho,2013,120.0,0.0,2,364
nacho,2014,96.0,0.0,0,306
nacho,2015,32.0,0.0,2,116
nacho,2016,96.0,0.0,0,272
nacho,2017,16.0,0.0,0,70
nacho cases,2012,24.0,0.0,0,68
nacho cases,2016,48.0,6.0,1,97
nacho cases,2017,12.0,0.0,2,46
nacho monreal,2012,4.0,0.0,0,87
nacho monreal,2013,12.0,0.0,1,55
nacho monreal,2014,8.0,0.0,0,36
nacho monreal,2015,12.0,0.0,0,65
nacho monreal,2016,4.0,0.0,0,98
nacho monreal,2017,8.0,0.0,0,47
nadiem amiri,2015,0.0,0.0,0,20
nadiem amiri,2016,16.0,0.0,4,106
nadiem amiri,2017,0.0,0.0,1,62
nagore,2014,4.0,0.0,0,13
nahuel,2016,16.0,0.0,0,56
nahuel,2017,0.0,0.0,0,10
nahuel leiva,2014,0.0,0.0,0,8
nahuel valentini,2014,4.0,0.0,0,44
naldo,2012,0.0,0.0,8,142
naldo,2013,80.0,0.0,12,312
naldo,2014,64.0,0.0,4,306
naldo,2015,64.0,0.0,14,402
naldo,2016,16.0,0.0,0,246
naldo,2017,0.0,12.0,0,98
nampalys mendy,2014,20.0,0.0,0,116
nampalys mendy,2015,20.0,0.0,0,121
nampalys mendy,2016,8.0,6.0,1,106
nampalys mendy,2017,4.0,0.0,0,13
nani,2014,0.0,0.0,0,25
nani,2015,0.0,0.0,0,1
nani,2017,16.0,0.0,2,97
nano,2012,24.0,0.0,4,74
nano,2013,40.0,12.0,0,122
nano,2017,0.0,0.0,2,40
nathan baker,2014,24.0,0.0,1,92
nathan baker,2015,0.0,0.0,0,27
nathan dyer,2014,4.0,0.0,5,83
nathan dyer,2015,8.0,0.0,3,82
nathan dyer,2016,4.0,0.0,1,24
nathan dyer,2017,0.0,0.0,0,12
nathan redmond,2014,8.0,0.0,0,104
nathan redmond,2016,0.0,0.0,6,119
nathan redmond,2017,4.0,6.0,3,100
nathaniel chalobah,2015,4.0,0.0,0,7
nathaniel chalobah,2016,0.0,0.0,0,3
nathaniel chalobah,2017,4.0,0.0,0,4
nathaniel clyne,2014,8.0,0.0,0,43
nathaniel clyne,2015,16.0,0.0,2,91
nathaniel clyne,2016,24.0,0.0,1,95
nathaniel clyne,2017,0.0,0.0,0,38
natxo insa,2013,24.0,0.0,2,75
nauzet,2017,4.0,0.0,0,8
neal maupay,2013,4.0,0.0,3,48
neal maupay,2014,4.0,0.0,2,45
neal maupay,2015,4.0,6.0,1,23
neal maupay,2016,12.0,0.0,1,35
nedum onuoha,2015,16.0,0.0,1,72
neil taylor,2014,0.0,0.0,0,16
neil taylor,2015,36.0,0.0,0,104
neil taylor,2016,16.0,0.0,0,98
neil taylor,2017,4.0,0.0,0,22
nemanja radoja,2015,20.0,0.0,0,56
nemanja radoja,2016,20.0,0.0,0,59
nemanja radoja,2017,8.0,0.0,1,44
neto,2012,0.0,0.0,0,1
neto,2013,12.0,0.0,1,25
neto,2014,12.0,0.0,0,38
neto,2015,16.0,0.0,0,26
neto,2016,0.0,0.0,0,1
neto,2017,0.0,0.0,0,1
neymar,2014,24.0,0.0,9,198
neymar,2015,24.0,0.0,20,207
neymar,2016,24.0,0.0,24,307
neymar,2017,20.0,0.0,5,140
nick powell,2015,0.0,0.0,0,3
nick proschwitz,2014,0.0,0.0,0,3
nicki bille nielsen,2015,4.0,0.0,1,25
nicklas bendtner,2013,0.0,0.0,0,24
nicklas bendtner,2014,0.0,0.0,2,14
nicklas bendtner,2015,0.0,0.0,1,32
nicklas bendtner,2016,8.0,0.0,2,25
nicky maynard,2014,0.0,0.0,0,3
nico elvedi,2016,8.0,0.0,0,49
nico elvedi,2017,4.0,0.0,0,36
nico pulzetti,2012,24.0,0.0,0,95
nico pulzetti,2013,4.0,0.0,0,14
nico pulzetti,2015,4.0,0.0,1,27
nico schulz,2014,12.0,0.0,0,59
nico schulz,2015,12.0,0.0,1,74
nico schulz,2016,0.0,0.0,0,3
nico schulz,2017,0.0,0.0,0,1
